Number ,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
207,"ANGELO, GORDON EUROPE LLP",,"6,539","12,109","13,456","14,362","20,533","21,607","22,401","26,309","24,092","41,647"
208,"HITACHI ASTEMO UK, LTD.",30990,"108,396","100,330","101,157","89,109","73,284","78,958","73,050","65,006","55,957","41,638"
209,GLOSTER MEP LIMITED,43210,"12,099","12,254","13,731","27,045","30,256","41,627","48,276","63,217","28,858","41,637"
210,GREEN 4 MOTOR COMPANY LIMITED,45111,"19,024","19,177","20,161","23,025","26,931","33,444","38,397","39,349","28,915","37,447"
211,BASALT INFRASTRUCTURE PARTNERS LLP,,,"2,596","5,070","4,247","5,304","14,800","16,469","15,633","29,778","41,618"
212,PUKKA HERBS LIMITED,10831,,"12,977","17,003","22,443","27,988","35,907","56,406","44,566","42,886","41,617"
213,PETIT FORESTIER UK LIMITED,77120,"39,141","40,771","44,726","44,042","48,116","48,983","48,773","45,673","43,514","41,604"
214,EDMUND OPTICS LTD.,47990,"15,747","17,690","19,224","18,960","22,788","28,031","30,046","31,506","32,850","41,594"
215,BRENNTAG CHEMICALS DISTRIBUTION (IRELAND) LIMITED,46120,"12,126","14,098","14,465","17,069","21,401","24,322","26,845","32,492","37,746","41,582"
216,CELINE UK LIMITED,47710,"14,515","19,182","27,662","28,647","38,075","45,254","51,869","44,691","31,988","41,572"
217,DECHERT (PARIS) LLP,69102,"23,622","27,128","25,413","28,486","37,266","43,444","43,027","39,782","44,623","41,565"
218,EAMES CONSULTING GROUP HOLDINGS LIMITED,78109,"16,573","16,954","22,871","32,688","40,222","40,483","39,140","39,538","34,382","41,550"
219,LINCOLN INTERNATIONAL HOLDINGS LIMITED,64209,"7,513","10,282","6,781","10,706","14,236","8,325","18,234","16,172","20,849","41,545"
220,HILLS QUARRY PRODUCTS LIMITED,8120,"21,430","18,515","23,378","27,827","28,436","28,439","28,893","33,739","33,886","38,983"
221,WASHINGTON GREEN RETAIL LIMITED,82990,"15,905","14,910","21,155","24,493","24,031","27,747","28,602","30,773","31,288","62,268"
222,RAMSTEEL TUBES LIMITED,24200,"10,921","16,634","26,228","29,989","12,754","16,179","18,689","27,177","28,117","27,802"
223,LINCOLN INTERNATIONAL LLP,66190,"8,024","9,506","6,781","10,706","14,236","8,325","18,234","16,104","20,652","41,501"
224,RITUALS COSMETICS UK LIMITED,47750,"5,613","5,946","6,824","6,738","7,801","9,367","17,065","26,323","27,530","41,491"
225,LYONS OF LIMERICK LIMITED,4511,"12,263","15,261","18,674","21,219","31,893","29,301","31,288","33,068","35,266","41,470"
226,HIGH POINT SOLUTIONS LIMITED,33190,,"20,684","22,817","24,344","15,826","15,006","26,139","36,280","39,625","41,464"
227,UBISOFT LIMITED,58210,"108,722","104,711","82,749","120,972","81,641","64,999","72,078","74,461","28,914","64,694"
228,TOM MARTIN & COMPANY LIMITED,46770,"48,945","44,393","43,224","37,508","33,190","44,628","44,855","37,799","27,330","41,433"
229,BENQ UK LIMITED,26200,"16,146","21,751","28,148","30,331","31,557","29,322","34,083","34,505","38,182","41,420"
230,RIPON SELECT FOODS LIMITED,10890,"22,634","26,971","29,700","28,863","27,387","29,345","30,942","33,122","33,724","33,395"
231,ASTA MANAGING AGENCY LTD,65120,"23,303","28,668","32,142","33,881","35,437","36,544","37,392","36,976","36,149","41,414"
232,QUIXANT UK LIMITED,46520,"7,696","5,963","7,082","6,355","8,076","7,550","9,161","8,461","29,338","41,410"
233,VEOLIA ES NOTTINGHAMSHIRE LIMITED,38110,"32,493","31,551","32,361","35,206","37,415","38,820","34,347","34,382","35,555","41,408"
234,WEDDEL SWIFT LIMITED,46320,"53,016","62,628","65,790","62,768","61,835","60,572","60,188","40,725","26,862","41,404"
235,ESTERCHEM LIMITED,20140,"18,074","17,278","21,282","18,469","21,401","20,969","26,154","22,902","23,312","25,030"
236,SUEZ RECYCLING AND RECOVERY NORTH EAST LTD,38210,"31,207","29,964","32,251","33,942","35,754","32,678","32,792","31,049","36,693","41,383"
237,CHUMS LIMITED,47910,"24,794","25,781","25,771","25,765","25,981","26,427","29,078","31,018","35,047","41,381"
238,J. C. (HOLDINGS) LIMITED,41100,"53,996","44,650","48,736","51,046","48,135","54,502","62,695","59,961","64,325","30,707"
239,ARCHER DANIELS MIDLAND ERITH LIMITED,10390,"29,722","33,049","30,918","29,524","27,676","29,394","30,111","28,209","29,511","41,374"
240,JOHN COX COLD STORES AND DISTRIBUTION SERVICES LIMITED,10130,"53,978","44,618","48,699","51,019","48,115","54,497","62,690","59,956","64,320","30,702"
241,PELTA MEDICAL PAPERS LTD.,17290,"36,241","37,576","37,395","32,953","36,313","41,562","45,109","46,174","40,907","41,352"
242,WETHERBY BUILDING SYSTEMS LIMITED,43290,"61,092","57,649","53,988","31,884","24,360","18,863","19,829","22,469","20,214","30,287"
243,HARADA INDUSTRIES (EUROPE) LIMITED,45310,"16,060","20,420","22,317","23,217","30,914","33,928","33,510","40,857","38,828","41,345"
244,PRESTIGE LEISURE UK LIMITED,46420,"17,600","19,126","19,917","23,664","24,983","28,142","29,715","29,598","31,054","41,345"
245,FACULTATIEVE TECHNOLOGIES LIMITED,32990,"35,601","30,828","23,118","20,997","28,025","36,777","35,789","34,286","34,341","41,338"
246,PARAGON QUALITY FOODS LTD,10130,"24,771","30,312","32,160","32,155","32,166","29,853","33,020","40,525","38,682","30,050"
247,MARINE PRODUCTS (SCOTLAND) LIMITED,10200,"10,081","7,354","10,316","8,089","10,339","20,685","26,950","32,334","39,011","41,324"
248,KINGSCOTE ROJAY LIMITED,52290,"17,652","24,467","23,213","25,777","22,703","20,310","25,477","25,191","23,352","24,891"
249,ENFIELD FANCY GOODS LIMITED,46730,"16,559","16,372","16,819","17,063","18,293","32,538","34,184","35,651","45,023","41,316"
250,E.F.G. HOUSEWARES LIMITED,46440,"16,559","16,372","16,819","17,063","18,293","32,538","34,184","35,651","45,023","41,316"
251,SENZA GROUP LIMITED,82990,"22,502","19,203","21,223",n.a.,"22,154","23,649","27,667","32,384","20,608","24,554"
252,THORNCLIFFE BUILDING SUPPLIES LIMITED,46130,"13,125","14,929","20,323","23,748","29,535","34,003","36,130","36,887","34,538","41,308"
253,A.E. RODDA & SON LIMITED,10511,"29,219","29,282","33,116","30,469","29,841","31,324","36,570","36,848","38,375","37,879"
254,MERLO UK LIMITED,46140,"40,980","33,862","27,202","34,246","34,573","47,260","39,678","33,195","34,982","41,305"
255,GAC SERVICES (UK) LTD,52220,"8,723","6,775","7,186","7,168","7,619","22,026","38,521","33,391","32,367","41,296"
256,AUTOHORN FLEET SERVICES LIMITED,77110,"4,732","5,005","5,525","23,902","24,292","28,556","35,276","39,035","41,670","41,285"
257,ASH MANOR CHEESE COMPANY LIMITED,10512,"11,673","15,919","18,810","30,621","27,427","52,468","44,280","40,558","40,093","35,499"
258,GREEN PARTS SALVAGE & RECYCLING LTD,45112,"11,100","10,643","10,121","11,459","13,604","17,049","24,321","24,844","28,843","41,267"
259,THORNSETT GROUP PLC,70100,"58,987","19,916","40,291","18,062","19,256","33,709","23,154","32,481","43,426","24,330"
260,PEVERIL HOMES LIMITED,41202,"10,316","12,541","13,610","22,316","43,517","35,482","42,159","40,489","35,642","41,230"
261,"CHATHAM FINANCIAL EUROPE, LTD",64999,"5,225","7,001","10,333","10,358","12,578","15,403","16,431","17,505","21,029","26,445"
262,PICADOR LIMITED,45111,"36,814","37,982","38,767","41,252","44,524","46,600","41,296","39,026","33,520","26,935"
263,INTERNATIONAL TRAVEL CONNECTIONS LIMITED,79120,"36,815","39,283","46,852","33,815","36,109","58,668","57,815","68,004","59,306","6,574"
264,S.R.G. APPAREL PLC,46420,"43,338","38,995","43,027","47,904","41,956","41,824","45,897","42,915","40,743","31,933"
265,WILLIAM ROWLAND LIMITED,46720,"52,322","45,014","44,416","37,753","39,690","50,736","58,295","46,637","27,646","41,202"
266,INTEGRAL MEMORY PLC,46180,"50,435","64,820","48,885","37,953","36,180","48,885","50,162","40,241","35,369","41,200"
267,SIVYER LOGISTICS LIMITED,77120,"18,525","19,024","24,794","26,849","26,228","29,509","29,357","29,802","31,456","35,810"
268,VIFOR PHARMA UK LIMITED,46460,"22,818","23,142","27,526","26,714","24,009","31,326","35,621","43,347","36,469","41,168"
269,MIDLAND AUTOMATION LIMITED,32990,"12,015","13,779","16,746","17,859","18,936","23,866","25,719","28,365","29,603","33,434"
270,INVESCO UK SERVICES LIMITED,66300,"10,446","12,613","15,819","16,775","23,748","30,419","29,155","25,740","32,577","41,149"
271,CRAEMER UK LIMITED,22290,"20,664","20,103","22,373","19,176","25,564","23,944","27,650","31,381","36,251","41,130"
272,ICB BRANDS HOLDINGS LIMITED,11040,"41,840","41,245","38,457","34,373","30,658","31,784","32,499","34,854","34,638","35,878"
273,SRIXON SPORTS EUROPE LIMITED,46760,"24,165","23,896","24,339","24,080","27,359","30,732","31,364","33,107","36,100","41,117"
274,C R MACDONALD LIMITED,43999,"13,704","15,051","18,509","22,358","27,895","22,151","32,466","29,505","38,468","41,114"
275,DILLON BASS LIMITED,46342,"32,114","31,604","32,475","33,253","33,145","36,534","35,693","37,027","34,700","33,311"
276,KCA DEUTAG TECHNICAL SUPPORT LIMITED,6100,"62,479","90,684","112,438","102,732","38,187","19,768","17,599","21,043","34,947","41,111"
277,TIMELINE TELEVISION LIMITED,60200,,"15,132","18,161","21,107","21,776","29,734","25,624","31,381","28,029","41,094"
278,CPC CIVILS LIMITED,43999,"14,011","17,196","20,333","26,211","22,524","27,000","44,971","40,153","37,229","41,091"
279,CPC CIVILS GROUP LIMITED,41201,"14,018","17,196","20,130","30,539","26,415","31,780","47,220","40,527","37,119","41,084"
280,INSPIRATION HEALTHCARE GROUP PLC,47749,"1,673","2,062","1,847",n.a.,"12,279","14,323","15,495","15,487","17,775","36,980"
281,BELLE ENGINEERING (SHEEN) LIMITED,28990,"25,274","25,244","30,735","31,061","30,390","34,563","36,122","36,798","30,460","41,017"
282,HALSALL CONSTRUCTION LIMITED,41100,"11,824","11,123","17,120","28,198","26,741","32,992","32,599","37,408","34,382","41,001"
283,STRONGVOX LIMITED,41202,"6,989","15,094","15,468","30,813","36,966","33,137","49,077","32,376","26,298","54,279"
284,LIVINGBRIDGE EP LLP,66190,"16,896","23,548","17,018","13,279","17,831","22,852","21,948","20,766","22,304","40,991"
285,APAX PARTNERS UK LTD,64999,"36,724","28,043","27,319","19,977","26,591","24,392","22,224","25,657","32,517","40,874"
286,CAMIDA LIMITED,20,"18,813","18,168","16,242","18,371","23,537","26,986","28,331","29,335","37,423","40,971"
287,HILLS PROSPECT PLC,46342,"36,266","40,591","44,341","34,613","42,318","43,081","48,849","50,612","21,009","40,965"
288,H. SIVYER TRANSPORT LIMITED,46130,"18,499","19,010","24,788","25,161","24,400","28,367","28,967","29,269","30,813","35,172"
289,HVG LAW LLP,69102,"28,730","32,497","31,064","32,575","38,523","43,849","40,224","40,302","40,596","37,737"
290,WDJ LIMITED,96090,"18,313","13,420","15,461","15,664","18,522","18,438","22,728","26,539","48,644","38,926"
291,SAVONA FOODSERVICE LTD,46170,"12,587","13,271","14,186","13,635","14,576","30,153","30,156","32,894","23,087","22,181"
292,ANTRIM ELECTRICAL & MECHANICAL ENGINEERS LIMITED,43210,"18,313","13,420","15,461","15,664","18,522","18,438","22,728","26,539","48,644","38,926"
293,MORROW CONTRACTS LIMITED,42110,"11,428","12,792","13,228","16,226","19,631","24,015","21,407","20,650","24,241","28,243"
294,HUMMING BIRD MOTORS PLC,45111,"14,034","21,841","22,313","22,567","23,786","23,285","23,976","25,729","22,848","40,866"
295,A. SCHULMAN THERMOPLASTIC COMPOUNDS LIMITED,20160,"41,018","46,476","31,541","43,353","42,884","48,316","55,334","62,871","37,437","40,866"
296,FLATFISH LIMITED,10200,"8,617","10,788","12,090","12,456","12,089","12,745","11,522","20,337","41,737","40,833"
297,BRITISH SALT LIMITED,8930,"57,842","44,116","42,366","37,152","36,839","37,125","38,206","37,986","38,158","35,980"
298,OEE LIMITED,70100,"38,045","31,052","32,481","36,778","46,059","58,105","73,872","65,001","34,459","40,802"
299,DEELEY CONSTRUCTION LIMITED,41201,"15,485","16,180","27,110","32,831","24,102","40,873","28,875","34,299","36,932","31,228"
300,F.P. HERTING & SON PLC,46720,"14,056","15,784","19,547","23,402","25,383","28,159","30,969","33,088","26,045","33,353"
301,ADVANCED PAYMENT SOLUTIONS LIMITED,64191,"9,167","12,922","16,341","20,568","25,340","32,335","38,274","45,645","48,533","38,409"
302,M-B TRUCK AND VAN (NI) LIMITED,45200,"23,306","32,932","36,096","30,966","34,498","35,276","42,920","39,549","27,960","40,780"
303,SWEDISH ORPHAN BIOVITRUM LTD,21200,"9,247","12,475","14,785","12,860","17,219","39,165","51,648","51,621","42,496","40,762"
304,GRASCOE HOLDINGS LIMITED,82990,"25,316","32,770","35,416","30,492","36,796","35,727","37,127","39,826","40,100","40,754"
305,VAN CENTRE (WEST YORKSHIRE) LIMITED,45111,"35,569","39,337","47,136","49,769","50,017","50,195","47,362","48,230","47,732","40,752"
306,VERITAS INVESTMENT PARTNERS LIMITED,64205,n.a.,n.a.,"9,586","10,890","12,578","14,815","18,706","20,816","18,796","34,859"
307,SYLVAMO UK LIMITED,46180,"65,806","68,345","67,786","59,854","62,209","65,476","59,447","62,740","38,560","40,722"
308,P C E LIMITED,41201,"6,762","12,988","12,474","17,186","23,611","19,975","26,417","33,507","32,314","40,709"
309,P.C.E. GROUP HOLDINGS LIMITED,70221,"6,762","12,988","12,474","17,186","23,611","19,975","26,417","33,507","32,314","40,709"
310,DENNEHY COMMERCIALS LIMITED,45200,,"13,030","16,112","24,382","37,472","38,860","42,472","43,280","38,850","40,702"
311,ALLPORTS GARAGES LIMITED,45200,"12,028","13,396","13,893","18,104","17,941","17,246","21,896","32,996","31,199","40,681"
312,MCCORMICK KUTAS FOOD SERVICE LIMITED,64209,"16,270","18,398","19,979","19,571","24,338","26,084","30,107","32,674","33,376","40,676"
313,INTERCONTINENTAL BRANDS (ICB) LIMITED,11040,"41,840","41,244","38,457","34,373","30,566","31,198","29,578","33,598","33,478","35,407"
314,HENRYS (GLASGOW) LIMITED,45111,"20,357","20,678","23,872","24,533","26,594","28,404","29,060","36,558","37,452","40,612"
315,MAGNUM PACKAGING (N.E.) LIMITED,46900,"6,905","14,889","16,476","19,521","20,779","23,299","24,383","27,332","28,424","35,994"
316,LOCH DUART LIMITED,3210,"23,149","18,286","23,986","20,870","26,394","42,503","42,381","34,609","40,324","31,250"
317,TRACTAMOTORS LIMITED,96090,"16,263","15,407","14,814","15,979","17,076","17,381","20,260","17,771","35,989","40,587"
318,WALK IN THE GATE LTD,73110,"10,972","12,010","14,919","18,924","24,909","21,583","23,930","24,304",n.a.,"15,326"
319,M & J GROUP (CONSTRUCTION & ROOFING) LTD,43910,"11,098","13,216","15,687","19,133","23,018","26,189","25,402","28,825","32,181","40,563"
320,ENVOLVE INFRASTRUCTURE LIMITED,42910,"20,409","27,683","32,766","25,304","24,545","37,700","50,050","45,000","40,961","32,750"
321,PARKHAM FARMS LIMITED,10512,"25,539","33,760","40,147","25,745","25,774","30,560","33,659","32,560","34,903","40,518"
322,DRON & DICKSON GROUP LIMITED,64204,"36,589","40,822","45,518","45,223","40,485","38,523","42,490","43,440","41,681","37,885"
323,PENLAW & COMPANY LIMITED,43290,"21,556","20,605","23,470","24,891","26,819","29,997","40,306","40,632","33,905","47,248"
324,DRON & DICKSON LIMITED,33140,"36,589","39,890","44,189","42,871","36,876","35,295","39,191","39,662","37,629","34,617"
325,DELEGAT EUROPE LIMITED,46342,"28,195","28,016","29,450","31,680","33,610","36,243","35,042","42,248","50,273","40,350"
326,A.W.CHAMPION LIMITED,46730,"22,024","22,692","25,668","27,039","29,109","29,442","30,269","30,702","31,112","40,494"
327,A.W. CHAMPION HOLDINGS LIMITED,64209,"22,024","22,692","25,668","27,039","29,109","29,442","30,269","30,702","31,112","40,494"
328,KNORR-BREMSE SYSTEMS FOR COMMERCIAL VEHICLES LIMITED,29320,"46,641","49,127","48,493","42,150","43,088","44,581","49,140","42,720","37,163","40,476"
329,BOBST MANCHESTER LTD,28990,"27,104","27,940","27,583","26,058","26,592","28,155","37,140","30,822","34,363","40,470"
330,GRANT WESTFIELD LIMITED,16210,"22,038","26,479","29,013","32,914","34,572","35,338","27,686","31,602","30,527","40,468"
331,CURTIS WOOL DIRECT HOLDINGS LIMITED,46900,"43,617","47,039","57,490","56,006","55,575","51,262","48,879","47,835","36,545","38,218"
332,CORKILLS VOLKSWAGEN LIMITED,45111,"24,072","27,345","29,027","30,017","33,170","33,319","35,504","38,245","36,350","40,453"
333,FELIX O'HARE & COMPANY LIMITED,41201,"23,801","19,069","20,667","36,453","41,897","47,877","48,619","52,584","45,300","28,691"
334,AUTOSMART HOLDINGS LIMITED,20411,"16,897","17,045","18,491","20,000","21,072","24,275","26,354","32,207","37,538","36,357"
335,PENTON SECURITIES LIMITED,45111,"13,988","13,773","16,528","19,059","27,145","27,290","24,989","29,613","36,969","33,773"
336,PADRAIC TUFFY LIMITED,46390,n.a.,"27,834","33,028","30,015","30,113","34,757","35,642","30,635","40,537","37,065"
337,VINDIS DEVELOPMENTS LIMITED,45111,"54,950","50,502","51,482","48,770","44,320","45,075","41,064","40,003","31,790","40,405"
338,F.H. NASH LIMITED,10910,"27,511","28,329","25,107","25,752","25,309","27,523","29,269","30,449","32,295","35,778"
339,SEATEC UK LIMITED,74909,"27,817","31,377","32,532","40,197","42,811","46,055","50,333","47,648","36,672","40,380"
340,DIRECT TYRE MANAGEMENT LIMITED,52219,"14,856","9,175","15,596","15,953","18,558","23,945","25,263","33,112","34,008","30,990"
341,SMITHFIELD MURRAY LIMITED,10130,"15,700","13,253","18,669","23,423","22,183","21,280","18,373","22,214","26,562","24,666"
342,AHMAD TEA LIMITED,10831,"22,352","24,569","27,698","27,685","28,364","32,892","31,108","36,787","38,459","40,364"
343,CASCADE DESIGNS LIMITED,31030,"17,523","18,660","19,179","20,641","27,187","31,572","32,461","32,387","34,798","40,358"
344,IS-RAYFAST LIMITED,46900,"37,727","40,002","44,773","33,631","30,307","32,228","38,085","41,762","35,223","37,303"
345,TRANSCONTINENTAL AC UK LTD.,32990,"27,548","30,697","35,002","36,389","35,612","35,420","30,792","40,314","35,697","40,340"
346,SKYLORD TRAVEL PLC,79110,"37,910","38,928","39,301","58,488","68,047","71,233","77,032","79,080","71,539","10,444"
347,J.H. MOORE & SON (RICKMANSWORTH) LIMITED,30920,"23,237","23,167","20,213","21,942","19,797","18,607","19,178","19,896","21,283","40,330"
348,MOORE LARGE & CO. LIMITED,52103,"23,237","23,167","20,213","21,942","19,797","18,607","19,178","19,896","21,283","40,330"
349,PRESTOLITE ELECTRIC LIMITED,27110,"20,942","24,096","25,071","25,881","27,793","32,764","34,681","32,691","29,270","33,725"
350,GEOFFREY ROBINSON LIMITED,43220,"9,711","9,186","11,665","9,989","11,966","15,633","14,665","18,528","37,829","40,295"
351,T BALFE CONSTRUCTION LIMITED,41201,"8,473","10,975","10,184","19,125","17,172","19,116","25,473","21,330","20,802","40,292"
352,UNIFRAX EMISSION CONTROL EUROPE LTD,32990,"16,508","20,809","36,363","29,946","34,646","39,357","38,859","39,051","32,953","40,220"
353,RECTORY HOMES LIMITED,41202,"9,780","12,807","17,126","18,484","25,480","24,141","14,727","17,243","24,154","32,803"
354,DECORATIVE PANELS COMPONENTS LIMITED,16290,"17,201","19,983","23,559","27,205","27,901","26,863","27,998","32,447","35,092","32,095"
355,ERIC WRIGHT WATER LIMITED,77390,"11,350","9,161","9,582","11,481","37,454","44,474","41,881","50,026","46,586","40,188"
356,THE SR GROUP (UK) LIMITED,78109,,"20,581","25,056","29,406","27,796","30,998","39,466","46,102","33,223","40,186"
357,HORIZON MOTOR COMPANY LIMITED,45111,"27,868","33,034","32,665","37,458","38,789","39,329","38,870","41,155","34,828","32,124"
