Number,Company name,Primary UK SIC (2007) code,"Turnover
th GBP 2012","Turnover
th GBP 2013","Turnover
th GBP 2014","Turnover
th GBP 2015","Turnover
th GBP 2016","Turnover
th GBP 2017","Turnover
th GBP 2018","Turnover
th GBP 2019","Turnover
th GBP 2020","Turnover
th GBP 2021"
165,MASH HOLDINGS LIMITED,96090,"1,926,055","2,287,926","2,823,447","2,964,866","3,035,504","3,337,342","3,510,841","3,885,200","4,108,500","3,770,000"
166,TOTALENERGIES GAS & POWER LIMITED,35130,"16,620,084","15,509,788","11,588,184","1,689,957","922,620","1,343,902","1,545,141","2,001,406","1,997,517","3,750,989"
167,CERTAS ENERGY UK LIMITED,46719,"3,705,823","4,608,647","4,734,730","4,308,866","3,399,452","3,605,648","3,720,710","3,979,348","3,652,312","2,583,202"
168,ITV PLC,60200,"2,196,000","2,389,000","2,590,000","2,972,000","3,064,000","3,132,000","3,211,000","3,308,000","2,781,000","3,453,000"
169,RENTOKIL INITIAL PLC,82990,"2,546,300","2,327,100","1,740,800","1,759,000","2,168,100","2,412,300","2,472,300","2,714,400","2,823,500","2,956,600"
170,HONDA MOTOR EUROPE LIMITED,45111,"4,090,854","4,280,066","4,151,048","3,820,395","4,056,096","5,211,258","5,918,931","5,979,224","5,254,325","3,928,370"
171,VERTU MOTORS PLC,45111,"1,088,262","1,259,335","1,684,532","2,074,912","2,423,279","2,822,589","2,796,068","2,982,200","3,064,530","2,547,665"
172,MORGAN SINDALL GROUP PLC,41100,"2,047,100","2,094,900","2,219,800","2,384,700","2,561,600","2,792,700","2,971,500","3,071,300","3,034,000","3,212,800"
173,NISSAN MOTOR MANUFACTURING (UK) LIMITED,29100,"5,056,105","4,962,649","5,319,117","5,262,267","5,188,988","6,354,266","6,260,659","6,171,951","4,923,921","3,928,221"
174,SAMSUNG ELECTRONICS (UK) LIMITED,46520,"3,208,259","3,423,500","2,605,334","2,688,403","3,018,371","3,322,125","3,215,009","3,177,861","3,324,725","3,569,195"
175,PERRIGO COMPANY PUBLIC LIMITED COMPANY,86900,n.a.,"2,496,475","2,979,818","1,692,564","3,848,563","3,939,692","3,802,633","3,513,382","3,527,710","3,563,966"
176,ICELAND FOODS LIMITED,47110,"2,552,823","2,604,669","2,699,261","2,682,021","2,658,332","2,770,500","2,972,900","3,022,800","3,191,500","3,715,300"
177,AAH PHARMACEUTICALS LIMITED,21100,"2,603,766","2,691,055",n.a.,"3,653,265","3,246,554","3,288,490","3,448,301","3,404,593","3,566,006","3,278,990"
178,GLANBIA PUBLIC LIMITED COMPANY,10890,"1,849,298",n.a.,"1,994,899","1,974,522","2,440,223","2,118,822","2,152,192",n.a.,"3,318,188","3,495,768"
179,BELLWAY HOMES LIMITED,41202,"1,002,712","1,107,393","1,482,263","1,764,640","2,240,612","2,558,552","2,957,234","3,213,030","2,225,445","3,119,600"
180,BELLWAY P L C,41100,"1,004,227","1,110,676","1,486,394","1,765,405","2,240,651","2,558,561","2,957,664","3,213,243","2,225,400","3,122,500"
181,TRANSPORT TRADING LIMITED,49311,"3,841,000","4,137,700","4,439,300","4,656,300","4,917,400","5,033,100","5,001,300","5,284,200","5,171,100","1,836,100"
182,PENDRAGON PLC,45111,"3,635,100","3,848,900","4,000,400","4,453,900","4,537,000","4,739,100","4,627,000","4,506,100","2,924,600","3,449,900"
183,J.C. BAMFORD EXCAVATORS LIMITED,28922,"984,100","1,023,300","1,009,700","856,100","887,300","1,137,500","3,308,100","3,243,100","2,437,000","3,438,300"
184,VIRGIN MEDIA LIMITED,61900,"449,499","466,967","494,550","504,955","546,394","552,892","2,719,987","3,448,506","3,421,408","3,431,257"
185,LIFE TECHNOLOGIES LIMITED,32990,"205,665","253,345","402,696","727,668","859,540","1,037,888","1,114,640","1,191,670","2,697,726","3,428,083"
186,T. J. MORRIS LIMITED,47190,"914,821","1,058,399","1,277,324","1,472,432","1,602,865","1,869,198","2,143,267","2,470,617","2,791,512","3,338,042"
187,ACCENTURE (UK) LIMITED,70229,"2,251,314","2,135,885","2,188,448","2,261,669","2,540,527","2,643,911","2,638,650","2,682,556","2,503,943","2,611,769"
188,RIGBY GROUP (RG) PLC,62090,"2,761,715","2,201,683","1,782,641","1,627,535","1,787,456","2,166,954","2,373,488","2,771,746","2,863,287","3,023,402"
189,SPECSAVERS OPTICAL SUPERSTORES LIMITED,41100,"378,438","346,739","392,606","433,826","673,564","716,509","622,473","667,158","696,410","2,738,227"
190,COSTCO WHOLESALE UK LIMITED,46900,"1,588,404","1,646,318","1,778,128","1,904,191","2,056,604","2,360,149","2,544,541","2,618,282","2,998,329","3,353,554"
191,TJX UK,47789,"1,353,600","1,814,600","1,995,000","2,195,400","2,434,000","2,684,000","2,968,600","3,157,800","3,483,600","2,278,400"
192,WESTCOAST LIMITED,46900,"960,441","1,120,854","1,305,878","1,422,440","1,636,651","1,837,466","2,024,244","2,257,375","2,881,945","3,096,804"
193,THE GO-AHEAD GROUP LIMITED,49100,"2,423,800","2,571,800","2,702,400","3,215,200","3,361,300","3,481,100","3,461,500","3,807,100","3,898,400","4,058,500"
194,MERCEDES-BENZ CARS UK LIMITED,45111,"3,290,579","4,166,973","4,158,716","4,868,087","6,240,507","4,949,817","4,812,236","5,077,414","3,628,434","3,241,653"
195,INTERCONTINENTAL HOTELS GROUP PLC,55100,"1,129,000","1,149,000","1,192,000","1,221,000","1,390,000","1,319,000","3,399,000","3,487,000","1,752,000","2,148,000"
196,INTERTEK GROUP PLC,71200,"2,054,300","2,184,400","2,093,300","2,166,300","2,567,000","2,769,100","2,801,200","2,987,000","2,741,700","2,786,300"
197,KIER GROUP PLC,41201,"2,030,500","1,943,000","2,954,300","3,275,900","4,112,300","4,128,800","4,493,300","4,494,400","3,422,500","3,261,000"
198,DELL CORPORATION LIMITED,62020,"260,767","233,829","254,235","240,695","226,720","192,644","1,556,259","1,906,552","2,263,052","2,989,696"
199,GLAXOSMITHKLINE SERVICES UNLIMITED,70100,"1,832,000","2,734,000","2,913,000","3,033,000","3,194,000","3,294,000","3,206,000","3,167,000","3,320,000","3,137,000"
200,TATE & LYLE PUBLIC LIMITED COMPANY,46390,"3,088,000","3,256,000","3,147,000","2,694,000","2,355,000","2,753,000","2,710,000","2,755,000","2,882,000","2,807,000"
201,RSA INSURANCE GROUP LIMITED,66220,"8,167,000","8,594,000","7,361,000","6,160,000","6,340,000","6,605,000","6,537,000","6,462,000","6,199,000","3,207,000"
202,TATA STEEL UK LIMITED,24100,"5,206,000","4,384,000","4,491,000","4,175,000","2,258,000","2,189,000","2,403,000","2,407,000","2,143,000","1,976,000"
203,PERSIMMON HOMES LIMITED,41100,"1,104,977","1,342,344","1,707,333","2,071,017","2,355,657","2,670,486","3,092,543","3,078,432","2,786,915","3,064,460"
204,CAPITA PLC,70229,"3,351,800","3,896,200","4,378,100","4,836,900","4,909,200","4,234,600","3,918,400","3,678,600","3,324,800","3,182,500"
205,MARSHALL MOTOR HOLDINGS LIMITED,45112,"794,437","940,506","1,085,883","1,232,761","1,899,405","2,268,948","2,186,887","2,276,129","2,154,415",n.a.
206,CITIGROUP GLOBAL MARKETS LIMITED,66120,"2,529,683","2,173,519","2,372,218","2,635,643","2,376,398","2,436,770","3,094,828","2,677,118","2,994,000","2,583,000"
207,DIRECT LINE INSURANCE GROUP PLC,66220,"3,722,000","3,523,300","2,986,700","2,920,900","3,000,600","3,135,000","3,089,500","2,984,900","2,960,500","2,957,400"
208,KELLER GROUP PLC,71129,"1,317,500","1,438,200","1,599,700","1,562,400","1,780,000","2,070,600","2,224,500","2,300,500","2,062,500","2,224,400"
209,TOYOTA(G.B.) PLC,45111,"1,362,817","1,528,326","1,682,702","1,840,206","1,916,206","2,025,430","2,113,307","2,223,778","2,495,056","2,249,400"
210,SCHRODERS PLC,70100,"1,425,400","1,809,100","1,914,700","2,043,200","2,144,900","2,511,700","2,626,400","2,537,000","2,512,700","2,959,500"
211,BMW (UK) MANUFACTURING LIMITED,29100,"2,400,214","2,184,779","2,302,814","2,390,276","2,731,538","2,902,692","3,080,456","2,977,516","2,586,378","2,884,019"
212,ROYAL & SUN ALLIANCE INSURANCE LIMITED,65120,"3,461,000","3,527,000","3,260,000","3,300,000","2,838,000","3,329,000","3,022,000","3,064,000","2,701,000","2,907,000"
213,SPORTSDIRECT.COM RETAIL LIMITED,47789,"1,427,660","1,677,368","1,864,930","2,074,126","2,063,255","2,220,022","2,206,501","2,187,760","2,160,287","1,897,160"
214,BET365 GROUP LIMITED,92000,"721,833","993,433","1,370,887","1,570,625","1,653,287","2,277,882","2,857,259","3,063,651","2,811,400","2,817,904"
215,NATIONAL EXPRESS GROUP PLC,49319,"1,831,200","1,891,300","1,867,400","1,919,800","2,103,700","2,321,200","2,450,700","2,744,400","1,955,900","2,170,300"
216,PENTAIR PUBLIC LIMITED COMPANY,70100,n.a.,"5,584,562","5,134,130","4,163,572","4,758,703","4,268,831","2,940,557","2,119,117","2,604,062","2,789,880"
217,RICOH EUROPE HOLDINGS PLC,70100,"3,116,600","3,010,100","3,087,900","2,858,600","2,788,400","3,066,800","3,078,900","2,980,500","3,001,900","2,701,300"
218,SIG PLC,43290,"2,635,500","2,719,800","2,633,900","2,566,400","2,845,200","2,878,400","2,741,900","2,160,600","1,874,500","2,291,400"
219,MARLOWE HOLDINGS LIMITED,70100,"1,532,362","1,554,927","1,630,876","1,750,381","1,826,460","1,979,733","2,042,134","2,181,426","2,275,638","2,737,823"
220,VISTRY GROUP PLC,41202,"425,533","556,000","809,365","946,504","1,054,804","1,028,223","1,061,396","1,130,768","1,811,727","2,359,042"
221,IBM UNITED KINGDOM LIMITED,26200,"3,942,400","3,954,300","3,672,200","3,657,700","3,899,200","3,713,300","3,824,800","3,894,900","3,515,700","2,728,000"
222,VODAFONE GROUP SERVICES LIMITED,61900,"1,390,438","1,641,592","1,757,017","1,891,167","2,368,129","2,420,497","2,484,630","2,433,876","2,452,646","2,543,830"
223,KPMG LLP,69201,"1,296,000","1,814,000","1,909,000","1,958,000","2,068,000","2,172,000","2,338,000","2,398,000","2,303,000","2,433,000"
224,ERNST & YOUNG LLP,69201,"1,631,000","1,721,000","1,868,000","2,010,000","2,150,000","2,348,000","2,412,000","2,447,000","2,567,000","2,754,000"
225,VOLKSWAGEN FINANCIAL SERVICES (UK) LIMITED,64999,"510,600","560,400","1,040,092","1,179,560","1,505,899","1,922,222","2,330,189","2,640,968","2,628,485","2,701,918"
226,WEATHERFORD INTERNATIONAL PUBLIC LIMITED COMPANY,70100,n.a.,"11,576,775","10,319,399","5,880,581","4,322,342","4,574,256","4,362,658","190,443","3,372,058","2,701,103"
227,JAZZ PHARMACEUTICALS PUBLIC LIMITED COMPANY,21100,"403,627","661,721","834,970","818,525","1,093,590","1,289,303","1,460,886","1,580,380","2,162,845","2,610,692"
228,BOPARAN HOLDINGS LIMITED,70100,"2,339,200","2,884,600","3,419,200","3,140,200","3,129,800","3,288,900","3,339,100","2,740,600","2,692,000","2,609,500"
229,BOPARAN HOLDCO LIMITED,10120,"2,339,200","2,884,600","3,419,200","3,140,200","3,129,800","3,288,900","3,339,100","2,740,600","2,692,000","2,609,500"
230,THE WALT DISNEY COMPANY LIMITED,90030,"1,511,875","1,487,679","1,581,248","1,836,218","2,438,527","2,495,608","2,640,169","2,692,921","2,166,425","2,592,986"
231,SMITHS GROUP PLC,26511,"3,030,100","3,108,600","2,951,600","2,897,000","2,949,000","3,280,000","3,213,000","2,498,000","2,548,000","2,406,000"
232,RS GROUP PLC,46520,"1,267,400","1,235,600","1,273,100","1,266,200","1,291,100","1,511,700","1,705,300","1,884,400","1,953,800","2,002,700"
233,CHEVRON PRODUCTS UK LIMITED,46719,"3,460,824","3,372,842","2,637,481","2,184,489","1,468,058","2,686,166","3,430,689","2,442,163","1,463,381","2,542,252"
234,OCADO GROUP PLC,47110,"678,600","792,100","948,900","1,107,600","1,271,000","1,463,800","1,598,800","1,756,600","2,331,800","2,498,300"
235,ARLA FOODS LIMITED,10511,"1,724,032","2,412,365","2,990,564","2,575,087","2,346,547","2,536,173","2,620,663","2,468,716","2,478,609","2,493,835"
236,PAYSTREAM MY MAX HOLDINGS LIMITED,64209,"77,980","111,416","161,842","258,038","257,713","184,279","334,337","403,307","475,545","976,620"
237,WEIR GROUP PLC(THE),71129,"2,538,300",n.a.,"2,429,800","2,438,200","1,844,900","2,355,900","2,449,900","2,661,900","1,964,700","1,933,600"
238,TRAVIS PERKINS TRADING COMPANY LIMITED,46130,"1,755,318","1,947,392","2,197,772","2,547,660","2,728,000","2,714,100","2,194,500","2,244,000","1,868,900","2,415,400"
239,BENTLEY MOTORS LIMITED,29100,"1,154,900","1,398,800","1,379,700","1,397,700","1,660,600","1,593,800","1,259,800","1,868,800","1,717,000","2,392,800"
240,HORIZON THERAPEUTICS PUBLIC LIMITED COMPANY,72190,"11,824","56,140","211,402","469,381","740,813","847,200","917,095","955,596","2,055,098","2,390,910"
241,ATTOCK OIL COMPANY LIMITED(THE),6100,"1,351,797","1,331,891","1,301,181","1,961,714","1,226,838","1,798,360","2,010,007","2,148,237","1,397,071","1,381,239"
242,SYNTHOMER PLC,20130,"1,111,800","992,700","936,400","870,100","1,045,700","1,480,200","1,618,900","1,459,100","1,644,200","2,329,500"
243,EURO GARAGES LIMITED,47300,"313,835","438,511","646,338","815,635","2,294,384","1,933,942","2,100,807","2,215,921","1,781,434","2,375,543"
244,SELLAFIELD LIMITED,96090,"59,000","39,000","37,000","39,000","49,000","1,997,000","2,011,000","2,035,000","2,076,000","2,076,000"
245,PRICEWATERHOUSECOOPERS SERVICES LIMITED,82990,"1,450,287","1,432,795","1,534,890","1,708,763","1,832,831","1,671,686","1,743,820","1,906,821","2,077,546","2,049,904"
246,THE BERKELEY GROUP HOLDINGS PLC,41100,"1,041,069","1,372,600","1,620,600","2,120,000","2,047,500","2,723,500","2,703,700","2,957,400","1,920,400","2,202,200"
247,PRIMARK STORES LIMITED,47710,"2,297,946","2,583,515","2,786,250","2,890,892","2,942,692","3,171,714","3,346,702","3,449,257","2,540,686","2,338,007"
248,SHOP DIRECT HOLDINGS LIMITED,70100,"2,097,400","1,697,800","1,743,600","1,788,300","1,884,400","1,948,800","2,003,500","2,013,500","2,058,000","2,333,000"
249,AMEY UK LIMITED,70100,"1,145,965","1,761,540","2,167,911","2,230,551","2,232,461","2,198,189","2,323,087","1,870,347","2,141,126","2,328,293"
250,SSE ENERGY SUPPLY LIMITED,82990,"32,007,900","27,835,700","29,953,300","31,202,900","5,001,000","4,674,600","2,279,100","2,619,200","2,455,300","1,961,500"
251,HOWDEN JOINERY GROUP PLC,47599,"887,100","956,500","1,090,800","1,220,200","1,307,300","1,403,800","1,511,300","1,583,600","1,547,500","2,093,700"
252,DIAGEO SCOTLAND LIMITED,11010,"1,234,000","1,291,000","1,103,000","1,144,000","1,060,000","1,132,000","1,599,000","1,719,000","1,424,000","1,814,000"
253,HUTCHISON 3G UK LIMITED,61200,"1,969,701","2,041,882","2,056,920","2,153,401","2,203,170","2,357,044","2,379,281","2,327,032","2,220,353","2,311,396"
254,SCREWFIX DIRECT LIMITED,47910,"515,128","577,247","665,263","835,569","1,057,373","1,306,018","1,527,092","1,683,798","1,829,600","2,029,900"
255,SAVILLS PLC,68310,"806,400","904,800","1,078,200","1,283,500","1,445,900","1,600,000","1,761,400","1,930,000","1,740,500","2,147,000"
256,GRAFTON GROUP PUBLIC LIMITED COMPANY,70100,"1,815,545","1,914,726","2,084,286","2,121,393","2,511,239","2,712,845","2,966,542","2,703,709","2,563,421","2,116,398"
257,COCA-COLA EUROPACIFIC PARTNERS GREAT BRITAIN LIMITED,11070,"1,794,602","1,787,458","1,757,899","1,754,152","1,752,355","1,830,924","2,064,283","2,162,725","2,002,112","2,283,445"
258,STARK BUILDING MATERIALS UK LIMITED,46730,"593,725","623,912","681,498","693,020","736,225","762,181","795,811","793,244","2,254,276","2,260,146"
259,ARM LIMITED,82990,"571,909","683,412","767,716","935,352",n.a.,"1,474,531","1,368,350","1,387,999","1,491,502","1,497,914"
260,ENDO INTERNATIONAL PUBLIC LIMITED COMPANY,70100,n.a.,"2,075,039","1,744,071","2,061,454","3,015,094","2,769,959","2,238,352","2,142,224","2,170,849","2,218,095"
261,DELOITTE GLOBAL SERVICES HOLDINGS LIMITED,82990,"559,726","558,913","566,920","688,877","776,906","960,465","1,126,241","1,420,536","1,740,260","1,546,580"
262,DELOITTE GLOBAL SERVICES LIMITED,82990,"559,726","558,913","566,920","688,877","776,906","960,465","1,126,241","1,420,536","1,740,260","1,546,580"
263,BLOOR INVESTMENTS LIMITED,41202,n.a.,"759,956","899,751","972,002","1,149,703","1,442,492","1,514,567","1,695,988","1,557,289","1,943,908"
264,MITCHELLS & BUTLERS PLC,56302,"1,889,000","1,895,000","1,970,000","2,101,000","2,086,000","2,180,000","2,152,000","2,237,000","1,475,000","1,065,000"
265,BLOOR HOLDINGS LIMITED,41202,"726,852","759,956","899,751","972,002","1,149,703","1,442,492","1,508,280","1,693,876","1,551,211","1,921,284"
266,IKEA LIMITED,47599,"1,263,874","1,307,916","1,458,969","1,632,727","1,711,641","1,809,520","1,960,221","2,120,372","1,903,793","1,954,720"
267,MICRO FOCUS INTERNATIONAL LIMITED,62090,"267,790","265,991","256,460","544,312","851,025","1,067,251","3,716,406","2,587,235","2,320,959","2,117,797"
268,SSP GROUP PLC,56103,"1,737,500","1,827,200","1,827,100","1,832,900","1,990,300","2,379,100","2,564,900","2,794,600","1,433,100","834,200"
269,THG PLC,47990,"157,187","184,310","247,976","333,543","501,376","735,652","915,758","1,140,260","1,613,625","2,179,910"
270,KEMBLE WATER HOLDINGS LIMITED,36000,"1,700,200","1,803,600","1,951,500","2,032,700","2,046,800","2,064,600","2,045,200","2,084,700","2,172,900","2,108,500"
271,KEMBLE WATER FINANCE LIMITED,70100,"1,700,200","1,803,600","1,951,300","2,028,900","2,039,500","2,060,200","2,045,100","2,084,600","2,172,900","2,106,800"
272,THAMES WATER UTILITIES LIMITED,36000,"1,694,900","1,791,900","1,943,700","2,026,800","2,039,500","2,060,100","2,044,900","2,084,400","2,172,800","2,106,700"
273,IPG HOLDINGS (UK) LIMITED,73110,,"358,278","1,624,919","1,423,337","1,498,180","1,596,859","1,761,127","2,001,234","1,816,415","2,168,128"
274,THE VERY GROUP LIMITED,70100,"1,670,100","1,690,500","1,737,500","1,782,700","1,861,100","1,929,900","1,958,800","1,993,400","2,050,700","2,317,100"
275,LEX AUTOLEASE LIMITED,77110,"1,196,974","1,000,883","1,036,988","1,407,589","2,027,482","2,174,366","2,378,144","2,503,584","2,336,441","2,143,492"
276,TOYOTA MOTOR MANUFACTURING (UK) LIMITED,29100,"1,782,021","1,587,850","2,378,751","2,119,137","2,559,579","2,400,912","2,177,792","2,005,315","2,626,072","2,114,197"
277,REDROW HOMES LIMITED,41202,"469,412","602,865","863,428","1,156,600","1,363,900","1,663,300","1,912,600","2,105,200","1,339,300","1,939,900"
278,REDROW PLC,41202,"478,900","604,800","864,500","1,150,000","1,382,000","1,660,000","1,920,000","2,112,000","1,339,000","1,939,000"
279,IQVIA LTD.,72110,"563,941","564,809","676,430","649,492","1,055,295","1,123,545","1,356,264","1,773,322","1,880,447","2,139,116"
280,TARMAC TRADING LIMITED,8110,"974,713","1,494,500","1,861,800","2,033,800","2,160,100","2,095,900","2,129,800","2,128,900","1,828,700","2,136,200"
281,PFIZER LIMITED,46460,"1,576,731","1,359,501","1,256,543","1,149,864","1,048,456","850,303","641,922","605,569","552,679","2,122,498"
282,SERCO LIMITED,70229,"1,784,900","1,876,200","1,749,500","1,538,700","1,266,900","1,218,900","1,266,300","1,382,600","1,792,100","2,111,200"
283,THE SHELL COMPANY OF THAILAND LIMITED,46719,"2,652,371","2,245,363","2,516,239","1,790,544","2,026,554","3,086,951","3,540,051","3,441,034","2,346,862","2,110,975"
284,CRODA INTERNATIONAL PUBLIC LIMITED COMPANY,20590,"1,051,900","1,077,000","1,046,600","1,081,700","1,243,600","1,373,100","1,386,900","1,377,700","1,390,300","1,889,600"
285,HIKMA PHARMACEUTICALS PUBLIC LIMITED COMPANY,21100,"682,080","824,000","955,000","975,000","1,580,000","1,432,000","1,622,000","1,663,000","1,713,000","1,886,000"
286,HOWDEN JOINERY LIMITED,47599,"876,149","943,835","1,080,083","1,208,829","1,288,140","1,378,980","1,485,243","1,560,143","1,519,574","2,057,531"
287,KAZ MINERALS LIMITED,46720,"2,063,000","1,871,000","543,000","450,000","621,000","1,230,000","1,694,000","1,708,000","1,724,000","2,056,738"
288,TESCO DISTRIBUTION LIMITED,49410,"1,651,590","1,681,638","1,647,897","1,709,671","1,723,303","1,686,449","1,736,376","1,815,176","1,791,259","1,890,510"
289,IMI PLC,28120,"2,192,000","1,744,000","1,692,000","1,567,000","1,657,000","1,751,000","1,907,000","1,873,000","1,825,000","1,866,000"
290,VESUVIUS PLC,24540,"1,547,500","1,510,500","1,444,400","1,322,000","1,401,400","1,683,900","1,798,000","1,710,400","1,458,300","1,642,900"
291,CUMMINS LTD.,28110,"1,596,434","1,414,033","1,506,057","1,471,092","1,502,923","1,881,633","2,410,676","2,145,825","1,756,879","2,038,158"
292,NATIONAL GRID ELECTRICITY TRANSMISSION PLC,35120,"2,813,000","3,111,000","3,393,000","3,713,000","3,979,000","4,439,000","4,158,000","3,353,000","1,988,000","1,975,000"
